videoId,publish,caption,username,thumbnail,url,comments,plays,shares,likes
7089791266036174106,2022-04-23 20:31:04,Hah kok gitu sih? orang tua miskin anak juga miskin.. #SerunyaMembaca,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/6da247900916482e8105bb53b853dd98_1650720682~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/2411b35926534b80bb30ea41c6ec3a45.image?x-expires=1655398800&x-signature=16MI86RrJU9oeSmaDty2jqyXrXA%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7089791266036174106,1623,2100000,3270,215200
7086848039280741658,2022-04-15 22:09:51,Hah kok gitu sih? jaga duit.. #SerunyaBelajar #FYP,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/f0f0b13ae16c4a3d97b3a45e1b3e993c~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/c6d165f7e81c48438622edfff689cf3c.image?x-expires=1655398800&x-signature=y6HHpqFHYbYJ1w8hDWBfRnbegTE%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7086848039280741658,313,721400,1274,45100
7085180137590836506,2022-04-11 10:17:32,Hah kok gitu sih? efek teman dekat.. #HahKokGituSih #SerunyaBelajar,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/9dda227c7eea45ae8c5c30b2b916e58c~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/0c31fb78346a43b38bb88ff82aa71b48.image?x-expires=1655398800&x-signature=7W47Liy3cfDvCVBpvaozPahH6Ts%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7085180137590836506,386,247300,1955,27800
7082780315869138203,2022-04-04 23:05:00,Hah kok gitu sih? rahasia dagang.. #HahKokGituSih #SerunyaBelajar,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/d9c17629a5514fc3b81529c9713a24db_1649088306~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/7f17dce0e5d34195a3aacff614ebd206.image?x-expires=1655398800&x-signature=Z%2BzqLiKep%2BhUgBR6tylRryDlOUQ%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7082780315869138203,953,2700000,2485,232600
7080929566574775579,2022-03-30 23:23:09,Hah kok gitu sih? TPPU.. #HahKokGituSih,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/7f6a6ed20b5c44c3a0f8e7b3c5841898~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/02c555e93d4c4d57b3f26ba6170c6d1f.image?x-expires=1655398800&x-signature=gLTf3H7TskXEHZIidiRK1Gzbj5w%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7080929566574775579,555,841000,686,47600
7079087251862408474,2022-03-26 00:14:02,Hah kok gitu sih? ide bagus ditolak investor.. #SerunyaBelajar,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/13b3bdca1a52417787153b238562ba75_1648228453~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/df7ddbf4a0db4a3abcd7db57553e2a7f.image?x-expires=1655398800&x-signature=nG07tCqRM0Mg5ZhJ3OnG2%2B7EX1Y%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7079087251862408474,124,586200,231,43800
7076831543548857626,2022-03-19 22:20:44,Hah kok gitu sih? ghost franchise.. #HahKokGituSih #SerunyaBelajar,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ab4d709a39745068915f06fab3c066a_1647703253~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/5d67c7809e7d40b3af1a4d92d3737b95.image?x-expires=1655398800&x-signature=WcxaOnMooCRC2UpbEs6qqETNboU%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7076831543548857626,437,1000000,1422,84000
7074815060182338842,2022-03-14 11:55:45,Hah kok gitu sih? cerita tentang pom2 reseller..,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/e28f6f2490a04f66aa3e2844d115ef5d_1647233751~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/213e8ecff8d0469585a5d6df0f926085.image?x-expires=1655398800&x-signature=jE6UL1%2BgPvgC9m3k7eHx%2B%2Bynkks%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7074815060182338842,3402,1900000,6038,120800
7073143580809776411,2022-03-09 23:49:33,Hah kok gitu sih? ga setor modal.. #serunyabelajar #hahkokgitusih,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/22c054607f3241c2ad20d364119efed9_1646844576~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/05bdc2ff69474a3c91ea0d7e6ba7b0a0.image?x-expires=1655398800&x-signature=DtyLtC6j4gmTVQfIrS4Lns7S4Ms%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7073143580809776411,149,239500,259,9491
7070841391684799771,2022-03-03 18:55:53,Hah kok gitu sih? cari investor di online.. #SerunyaBelajar #HahKokGituSih,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/e0b2e99505394a318864c2c716d98ec8~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/6a5759b8174e4e5fab45ad9897e10b31.image?x-expires=1655398800&x-signature=bMhDzqyeGdFUO8EEttZws5Y11nw%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7070841391684799771,174,369400,596,22500
7068697470468934939,2022-02-26 00:16:25,Hah kok gitu sih? cerita orang bagian pembelian.. #SerunyaBelajar #HahKokGituSih,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/fc79610102374c6d96613e0efc61b387~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/ce9b9664db334572aba23a1f20e2eef0.image?x-expires=1655398800&x-signature=dcCa%2FRxQ%2B7SFotGdbzjGPlLs4%2BU%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7068697470468934939,658,767800,399,28700
7067148735016373530,2022-02-21 20:06:29,Hah kok gitu sih? grup rekomendasi saham.. #serunyabelajar,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/be7c38c5f9914b78bf27c496b36319bf~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/05a1c47b7b08456c8f70c41753090d59.image?x-expires=1655398800&x-signature=R2LEkFmH8w3ry26lnc8R4QHoyyI%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7067148735016373530,117,157000,200,6155
7109073111768665370,2022-06-14 19:34:29,Perbandingan skema biaya antara platform e-commerce.. Menurutmu mana yang paling ok?,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/4430859222a34fcd9cf859aa659958d6?x-expires=1655398800&x-signature=gRWybypJc1jVgChtXu76bmtbwBA%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7109073111768665370,161,218700,663,12900
7108950381115231515,2022-06-14 11:38:14,Hah kok gitu sih? jangan pernah hina diri sendiri.. #Motivasi #HahKokGituSih,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/d11ae1d274e240c1b142116cce215030_1655181504~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/fdd7d3f0c6af47b4ba73abc3af718150.image?x-expires=1655398800&x-signature=5FYjRNUS8B%2BtyV2DbF4nY3aDDV8%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7108950381115231515,6570,2900000,20200,528300
7106714277867752730,2022-06-08 11:01:00,hah kok gitu sih? elon musk cerita asahpolapikir.. #HahKokGituSih,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/1488fb6aca504b0aa8e452b0a60da5b0_1654660866~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/a047871cda4848ca8748cf821b34fa8b.image?x-expires=1655398800&x-signature=uXIdq2ShHdURTqROM6%2Fsp5kpVP8%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7106714277867752730,2360,1600000,840,109500
7106509441188597018,2022-06-07 21:46:08,hah kok gitu sih? ucapan adalah doa (part two).. #SerunyaBelajar #EduForia,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/5799d6a92f6645f8a4411dc794865004_1654613177~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/4a34413a7d35445e9a9b1baa69cff13c.image?x-expires=1655398800&x-signature=5Bpe3VHufkm60zfZ380dvgklXgo%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7106509441188597018,100,130800,509,7251
7103566007574203674,2022-05-30 23:24:06,Hah kok gitu sih? karyawan inti.. #HahKokGituSih #SerunyaBelajar,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/f7aff1f21d304aad870455ae3cf79ec2_1653927854~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/17cbd610b485490c87ac5161113883fa.image?x-expires=1655398800&x-signature=DRJGR7gxOmu5H6NOMY7wze6H%2B3k%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7103566007574203674,1283,3700000,2487,275100
7103513522054778138,2022-05-30 20:00:26,Nyobain transportasi umum tanpa driver pertama di Indonesia! #1stAVIndonesia #Autonomous #DigitalHub #QbigBSD #BSDCity #BSDFutureMobility #SinarMasLand,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/1daf9f7b315e4229b5322d471073700a_1653915631?x-expires=1655398800&x-signature=stt%2Br68iTa7JuAI%2FUiaCm6QXYRo%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7103513522054778138,373,437200,2487,42300
7103353198529744155,2022-05-30 09:38:18,Solusi kebutuhan GPS trackermu! #SuperSpringID,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/44607db262db49d59b40fd3978f5890a_1653878301?x-expires=1655398800&x-signature=3bbTZJMQjjbkICnD061PV%2BIVQnM%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7103353198529744155,285,456900,1699,74300
7101707267292007706,2022-05-25 23:11:15,Hah kok gitu sih? keusangan terencana.. #SerunyaBelajar #HahKokGituSih,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/5941ecdd4e82412087c12dee19ddf6a1_1653495080~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/0fc382eb393e44b6a9d73fbf38a703b1.image?x-expires=1655398800&x-signature=5E%2Bqup%2Fva3DX5PdaRlEDDb6e7vU%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7101707267292007706,2755,1100000,1804,77100
7101640842053504283,2022-05-25 18:53:28,Yuk gabung NYALA dan perbaiki keuanganmu! ini kodenya yak: NYALAxPAKWIN#CheckChooseCuan,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/19b37f35ed724037838a3791430abf7f_1653479613?x-expires=1655398800&x-signature=%2FNa8016aQIky3RJoh2ZtTw4hE5Y%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7101640842053504283,338,514000,1769,120800
7099683763164106010,2022-05-20 12:19:01,Hah kok gitu sih? kaya di usia muda.. #SerunyaBelajar #VerticalPodcast,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/c1a433a321124a52a9917641fad3fdbf_1653023966~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/a57076faedb5484994ff32020675f54d.image?x-expires=1655398800&x-signature=P8JWGqQItwIc2xmd1QPO25H8nOo%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7099683763164106010,749,1400000,498,69300
7099278065783541019,2022-05-19 10:04:42,Yuk mulai investasi dengan Ajaib! #Ajaib,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/7a1083c8098248449609f42647832174_1652929486?x-expires=1655398800&x-signature=h32x2E%2F3wlzOUAhNwXp7%2FmC07rI%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7099278065783541019,229,628500,1182,146800
7097246709109099802,2022-05-13 22:42:00,Hah kok gitu sih? beli LUNA.. #SerunyaBelajar #Investasi #Investor,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/4d077401cc02428babb1f4c7b96f5f67_1652456527~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/cd363dc619744432a57b6a9e81076da0.image?x-expires=1655398800&x-signature=Tl%2FfiJL7Q9NpG6m%2F7FUS61Bp4b0%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7097246709109099802,610,555900,1132,20400
7095356637980003610,2022-05-08 20:27:33,Hah kok gitu sih? pasangan hidup.. #SerunyaBelajar #SerunyaMembaca #FYP,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/37e39fd5195147de99639404c362c0ec~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/2fa6c19db12e450f958687f7ddcd2da3.image?x-expires=1655398800&x-signature=YqzyOf91UMOHiz5mcM6tfnpTGO4%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7095356637980003610,400,320500,2777,31300
7092784710568512795,2022-05-01 22:07:10,Hah kok gitu sih? titik terendah dalam hidup.. #SerunyaBelajar #SerunyaMembaca #HahKokGituSih,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/d575e8b401ff43f9994c55d3e30120ce~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/38bbc4801879494d9808f2c40cb63167.image?x-expires=1655398800&x-signature=bdwB%2BTAwSbwixq62c0ctSGf%2BIRQ%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7092784710568512795,498,319600,1679,29800
7091576535106342171,2022-04-28 15:58:50,Hah kok gitu sih? fokus ke yang bisa dikontrol.. #SerunyaMembaca,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/ba1f55a8932c4b3087d84262510a3be8~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/fef8f0780126401dbf95c91f36020cf4.image?x-expires=1655398800&x-signature=AeiggSOEm8SrzksLE3swhAa6iLM%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7091576535106342171,288,223300,1560,18600
7089791266036174106,2022-04-23 20:31:04,Hah kok gitu sih? orang tua miskin anak juga miskin.. #SerunyaMembaca,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/6da247900916482e8105bb53b853dd98_1650720682~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/2411b35926534b80bb30ea41c6ec3a45.image?x-expires=1655398800&x-signature=16MI86RrJU9oeSmaDty2jqyXrXA%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7089791266036174106,1623,2100000,3270,215200
7086848039280741658,2022-04-15 22:09:51,Hah kok gitu sih? jaga duit.. #SerunyaBelajar #FYP,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/f0f0b13ae16c4a3d97b3a45e1b3e993c~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/c6d165f7e81c48438622edfff689cf3c.image?x-expires=1655398800&x-signature=y6HHpqFHYbYJ1w8hDWBfRnbegTE%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7086848039280741658,313,721400,1274,45100
7085180137590836506,2022-04-11 10:17:32,Hah kok gitu sih? efek teman dekat.. #HahKokGituSih #SerunyaBelajar,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/9dda227c7eea45ae8c5c30b2b916e58c~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/0c31fb78346a43b38bb88ff82aa71b48.image?x-expires=1655398800&x-signature=7W47Liy3cfDvCVBpvaozPahH6Ts%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7085180137590836506,386,247300,1955,27800
7082780315869138203,2022-04-04 23:05:00,Hah kok gitu sih? rahasia dagang.. #HahKokGituSih #SerunyaBelajar,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/d9c17629a5514fc3b81529c9713a24db_1649088306~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/7f17dce0e5d34195a3aacff614ebd206.image?x-expires=1655398800&x-signature=Z%2BzqLiKep%2BhUgBR6tylRryDlOUQ%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7082780315869138203,953,2700000,2485,232600
7080929566574775579,2022-03-30 23:23:09,Hah kok gitu sih? TPPU.. #HahKokGituSih,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/7f6a6ed20b5c44c3a0f8e7b3c5841898~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/02c555e93d4c4d57b3f26ba6170c6d1f.image?x-expires=1655398800&x-signature=gLTf3H7TskXEHZIidiRK1Gzbj5w%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7080929566574775579,555,841000,686,47600
7079087251862408474,2022-03-26 00:14:02,Hah kok gitu sih? ide bagus ditolak investor.. #SerunyaBelajar,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/13b3bdca1a52417787153b238562ba75_1648228453~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/df7ddbf4a0db4a3abcd7db57553e2a7f.image?x-expires=1655398800&x-signature=nG07tCqRM0Mg5ZhJ3OnG2%2B7EX1Y%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7079087251862408474,124,586200,231,43800
7076831543548857626,2022-03-19 22:20:44,Hah kok gitu sih? ghost franchise.. #HahKokGituSih #SerunyaBelajar,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/8ab4d709a39745068915f06fab3c066a_1647703253~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/5d67c7809e7d40b3af1a4d92d3737b95.image?x-expires=1655398800&x-signature=WcxaOnMooCRC2UpbEs6qqETNboU%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7076831543548857626,437,1000000,1422,84000
7074815060182338842,2022-03-14 11:55:45,Hah kok gitu sih? cerita tentang pom2 reseller..,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/e28f6f2490a04f66aa3e2844d115ef5d_1647233751~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/213e8ecff8d0469585a5d6df0f926085.image?x-expires=1655398800&x-signature=jE6UL1%2BgPvgC9m3k7eHx%2B%2Bynkks%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7074815060182338842,3402,1900000,6038,120800
7073143580809776411,2022-03-09 23:49:33,Hah kok gitu sih? ga setor modal.. #serunyabelajar #hahkokgitusih,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/22c054607f3241c2ad20d364119efed9_1646844576~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/05bdc2ff69474a3c91ea0d7e6ba7b0a0.image?x-expires=1655398800&x-signature=DtyLtC6j4gmTVQfIrS4Lns7S4Ms%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7073143580809776411,149,239500,259,9491
7070841391684799771,2022-03-03 18:55:53,Hah kok gitu sih? cari investor di online.. #SerunyaBelajar #HahKokGituSih,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/e0b2e99505394a318864c2c716d98ec8~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/6a5759b8174e4e5fab45ad9897e10b31.image?x-expires=1655398800&x-signature=bMhDzqyeGdFUO8EEttZws5Y11nw%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7070841391684799771,174,369400,596,22500
7068697470468934939,2022-02-26 00:16:25,Hah kok gitu sih? cerita orang bagian pembelian.. #SerunyaBelajar #HahKokGituSih,AsahPolaPikir | Pak Win,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/fc79610102374c6d96613e0efc61b387~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/ce9b9664db334572aba23a1f20e2eef0.image?x-expires=1655398800&x-signature=dcCa%2FRxQ%2B7SFotGdbzjGPlLs4%2BU%3D,https://www.tiktok.com/@AsahPolaPikir | Pak Win/video/7068697470468934939,658,767800,399,28700
